Album,Track,日本語,Romaji,한국어,歌,Singer,가수,作詞,Lyrics,작사,作曲,Compose,작곡,編曲,Arrange,편곡,Release,Link,Category,Note,発音
ジングルベルがとまらない,3,ジングルベルがとまらない (Off Vocal),Jingle Bells ga Tomaranai (Off Vocal),징글벨이 멈추지 않아 (Off Vocal),Aqours,Aqours,Aqours,畑 亜貴,Aki Hata,하타 아키,光増ハジメ,Hajime Mitsumasu,미츠마스 하지메,EFFY,EFFY,EFFY,2016-11-23,NA,Aqours,,
ジングルベルがとまらない,4,包丁人ルビィ,Houchounin Ruby,요리인 루비,Aqours,Aqours,Aqours,,,,,,,,,,2016-11-23,NA,Aqours,Drama Part,
ジングルベルがとまらない,5,仁義なきデコ,Jingi Naki Deko,인의 없는 데코,Aqours,Aqours,Aqours,,,,,,,,,,2016-11-23,NA,Aqours,Drama Part,
ジングルベルがとまらない,6,戦場なメリークリスマス,Senjou na Merii Kurisumasu,전장같은 메리 크리스마스,Aqours,Aqours,Aqours,,,,,,,,,,2016-11-23,NA,Aqours,Drama Part,
ジングルベルがとまらない,7,ほんとのクリスマスパーティー,Honto no Kurisumasu Paatii,진정한 크리스마스 파티,Aqours,Aqours,Aqours,,,,,,,,,,2016-11-23,NA,Aqours,Drama Part,
TVA1 BD Vol.3,1,Waku-Waku-Week!,Waku-Waku-Week!,Waku-Waku-Week!,津島善子;国木田花丸;黒澤ルビィ,Yoshiko Tsushima;Hanamaru Kunikida;Ruby Kurosawa,츠시마 요시코;쿠니키다 하나마루;쿠로사와 루비,畑 亜貴,Aki Hata,하타 아키,ラムシーニ;内田陽吾,Ramseeni;Yogo Uchida,람시니;우치다 요고,小高光太郎;ラムシーニ,Kotaro Odaka;Ramseeni,오다카 코타로;람시니,2016-11-25,https://youtu.be/U6621F-zrUw,Aqours,"TVA1 BD Vol.3, Link is from the [Aqours CHRONICLE (2015~2017)]",
TVA1 BD Vol.3,2,Waku-Waku-Week! (Off Vocal),Waku-Waku-Week! (Off Vocal),Waku-Waku-Week! (Off Vocal),津島善子;国木田花丸;黒澤ルビィ,Yoshiko Tsushima;Hanamaru Kunikida;Ruby Kurosawa,츠시마 요시코;쿠니키다 하나마루;쿠로사와 루비,畑 亜貴,Aki Hata,하타 아키,ラムシーニ;内田陽吾,Ramseeni;Yogo Uchida,람시니;우치다 요고,小高光太郎;ラムシーニ,Kotaro Odaka;Ramseeni,오다카 코타로;람시니,2016-11-25,NA,Aqours,TVA1 BD Vol.3,
TVA1 BD Vol.4,1,Daydream Warrior,Daydream Warrior,Daydream Warrior,Aqours,Aqours,Aqours,畑 亜貴,Aki Hata,하타 아키,前口 渉,Wataru Maeguchi,마에구치 와타루,中土智博,Tomohiro Nakatsuchi,나카츠치 토모히로,2016-12-22,https://youtu.be/9NOE0rXp8_Q,Aqours,"TVA1 BD Vol.4, Link is from the [Aqours CHRONICLE (2015~2017)]",
TVA1 BD Vol.4,2,Daydream Warrior (Off Vocal),Daydream Warrior (Off Vocal),Daydream Warrior (Off Vocal),Aqours,Aqours,Aqours,畑 亜貴,Aki Hata,하타 아키,前口 渉,Wataru Maeguchi,마에구치 와타루,中土智博,Tomohiro Nakatsuchi,나카츠치 토모히로,2016-12-22,NA,Aqours,TVA1 BD Vol.4,
TVA1 BD Vol.5,1,G線上のシンデレラ,G Senjou no Cinderella,G선상의 신데렐라,松浦果南;黒澤ダイヤ;小原鞠莉,Kanan Matsuura;Dia Kurosawa;Mari Ohara,마츠우라 카난;쿠로사와 다이아;오하라 마리,畑 亜貴,Aki Hata,하타 아키,石倉誉之,Takayuki Ishikura,이시쿠라 타카유키,ラムシーニ;石倉誉之,Ramseeni;Takayuki Ishikura,람시니;이시쿠라 타카유키,2017-01-27,https://youtu.be/giSzu1GcsCg,Aqours,"TVA1 BD Vol.5, Link is from the [Aqours CHRONICLE (2015~2017)]",
TVA1 BD Vol.5,2,G線上のシンデレラ (Off Vocal),G Senjou no Cinderella (Off Vocal),G선상의 신데렐라 (Off Vocal),松浦果南;黒澤ダイヤ;小原鞠莉,Kanan Matsuura;Dia Kurosawa;Mari Ohara,마츠우라 카난;쿠로사와 다이아;오하라 마리,畑 亜貴,Aki Hata,하타 아키,石倉誉之,Takayuki Ishikura,이시쿠라 타카유키,ラムシーニ;石倉誉之,Ramseeni;Takayuki Ishikura,람시니;이시쿠라 타카유키,2017-01-27,NA,Aqours,TVA1 BD Vol.5,
TVA1 BD Vol.6,1,スリリング・ワンウェイ,Thrilling・One Way,스릴링・원 웨이,Aqours,Aqours,Aqours,畑 亜貴,Aki Hata,하타 아키,藤井亮太;小高光太郎,Ryota Fujii;Kotaro Odaka,후지이 료타;오다카 코타로,藤井亮太;小高光太郎,Ryota Fujii;Kotaro Odaka,후지이 료타;오다카 코타로,2017-02-24,https://youtu.be/qhOGlyW1D1c,Aqours,"TVA1 BD Vol.6, Link is from the [Aqours CHRONICLE (2015~2017)]",
TVA1 BD Vol.6,2,スリリング・ワンウェイ (Off Vocal),Thrilling・One Way (Off Vocal),스릴링・원 웨이 (Off Vocal),Aqours,Aqours,Aqours,畑 亜貴,Aki Hata,하타 아키,藤井亮太;小高光太郎,Ryota Fujii;Kotaro Odaka,후지이 료타;오다카 코타로,藤井亮太;小高光太郎,Ryota Fujii;Kotaro Odaka,후지이 료타;오다카 코타로,2017-02-24,NA,Aqours,TVA1 BD Vol.6,
TVA1 BD Vol.7,1,太陽を追いかけろ！,Taiyou o Oikakero!,태양을 쫓아가자!,Aqours,Aqours,Aqours,畑 亜貴,Aki Hata,하타 아키,松田彬人,Akito Matsuda,마츠다 아키토,松田彬人,Akito Matsuda,마츠다 아키토,2017-03-24,https://youtu.be/XzCzcYD0zck,Aqours,"TVA1 BD Vol.7, Link is from the [Aqours CHRONICLE (2015~2017)]",
TVA1 BD Vol.7,2,太陽を追いかけろ！ (Off Vocal),Taiyou o Oikakero! (Off Vocal),태양을 쫓아가자! (Off Vocal),Aqours,Aqours,Aqours,畑 亜貴,Aki Hata,하타 아키,松田彬人,Akito Matsuda,마츠다 아키토,松田彬人,Akito Matsuda,마츠다 아키토,2017-03-24,NA,Aqours,TVA1 BD Vol.7,
Guilty Eyes Fever,1,Guilty Eyes Fever,Guilty Eyes Fever,Guilty Eyes Fever,Guilty Kiss,Guilty Kiss,Guilty Kiss,畑 亜貴,Aki Hata,하타 아키,本多友紀(Arte Refact),Yuki Honda(Arte Refact),혼다 유키(Arte Refact),酒井拓也(Arte Refact),Takuya Sakai(Arte Refact),사카이 타쿠야(Arte Refact),2017-03-24,https://youtu.be/UcG5RpJ6DTg,Aqours,TVA1 BD Full (animate). Link is from the [Shooting Star Warrior],
Guilty Eyes Fever,2,Guilty Eyes Fever (Off Vocal),Guilty Eyes Fever (Off Vocal),Guilty Eyes Fever (Off Vocal),Guilty Kiss,Guilty Kiss,Guilty Kiss,畑 亜貴,Aki Hata,하타 아키,本多友紀(Arte Refact),Yuki Honda(Arte Refact),혼다 유키(Arte Refact),酒井拓也(Arte Refact),Takuya Sakai(Arte Refact),사카이 타쿠야(Arte Refact),2017-03-24,NA,Aqours,TVA1 BD Full (animate),
P.S.の向こう側,1,P.S.の向こう側,P.S. no Mukougawa,P.S.의 건너편,CYaRon!,CYaRon!,CYaRon!,畑 亜貴,Aki Hata,하타 아키,岡本健介,Kensuke Okamoto,오카모토 켄스케,渡辺和紀,Kazunori Watanabe,와타나베 카즈노리,2017-03-24,https://youtu.be/6u7d7WrJLME,Aqours,TVA1 BD Full (Gamers). Link is from the [ある日…永遠みたいに！],
P.S.の向こう側,2,P.S.の向こう側 (Off Vocal),P.S. no Mukougawa (Off Vocal),P.S.의 건너편 (Off Vocal),CYaRon!,CYaRon!,CYaRon!,畑 亜貴,Aki Hata,하타 아키,岡本健介,Kensuke Okamoto,오카모토 켄스케,渡辺和紀,Kazunori Watanabe,와타나베 카즈노리,2017-03-24,NA,Aqours,TVA1 BD Full (Gamers),
LONELY TUNING,1,LONELY TUNING,LONELY TUNING,LONELY TUNING,AZALEA,AZALEA,AZALEA,畑 亜貴,Aki Hata,하타 아키,Kon-K,Kon-K,Kon-K,Kon-K,Kon-K,Kon-K,2017-03-24,https://youtu.be/eNxFXm_LuZI,Aqours,TVA1 BD Full (Sofmap). Link is from the [We‘ll get the next dream!!!],
LONELY TUNING,2,LONELY TUNING (Off Vocal),LONELY TUNING (Off Vocal),LONELY TUNING (Off Vocal),AZALEA,AZALEA,AZALEA,畑 亜貴,Aki Hata,하타 아키,Kon-K,Kon-K,Kon-K,Kon-K,Kon-K,Kon-K,2017-03-24,NA,Aqours,TVA1 BD Full (Sofmap),
HAPPY PARTY TRAIN,1,HAPPY PARTY TRAIN,HAPPY PARTY TRAIN,HAPPY PARTY TRAIN,Aqours,Aqours,Aqours,畑 亜貴,Aki Hata,하타 아키,渡辺拓也,Takuya Watanabe,와타나베 타쿠야,EFFY,EFFY,EFFY,2017-04-05,https://youtu.be/LGvQ3lscChg,Aqours,,
HAPPY PARTY TRAIN,2,SKY JOURNEY,SKY JOURNEY,SKY JOURNEY,Aqours,Aqours,Aqours,畑 亜貴,Aki Hata,하타 아키,早川博隆,Hirotaka Hayakawa,하야카와 히로타카,早川博隆,Hirotaka Hayakawa,하야카와 히로타카,2017-04-05,https://youtu.be/LGvQ3lscChg,Aqours,,
HAPPY PARTY TRAIN,3,少女以上の恋がしたい,Shojo Ijo no Koi ga Shitai,소녀 이상의 사랑이 하고 싶어,Aqours,Aqours,Aqours,畑 亜貴,Aki Hata,하타 아키,TAKAROT;KOUDAI IWATSUBO,TAKAROT;KOUDAI IWATSUBO,TAKAROT;KOUDAI IWATSUBO,TAKAROT;Shinji Tanaka,TAKAROT;Shinji Tanaka,TAKAROT;Shinji Tanaka,2017-04-05,https://youtu.be/fP5nAQ0ycxM,Aqours,,
HAPPY PARTY TRAIN,4,HAPPY PARTY TRAIN (Off Vocal),HAPPY PARTY TRAIN (Off Vocal),HAPPY PARTY TRAIN (Off Vocal),Aqours,Aqours,Aqours,畑 亜貴,Aki Hata,하타 아키,渡辺拓也,Takuya Watanabe,와타나베 타쿠야,EFFY,EFFY,EFFY,2017-04-05,NA,Aqours,,
HAPPY PARTY TRAIN,5,団結！ 私たちのサバイバル,Danketsu! Watashitachi no Sabaibaru,단결! 우리들의 서바이벌,Aqours,Aqours,Aqours,,,,,,,,,,2017-04-05,NA,Aqours,Drama Part,
HAPPY PARTY TRAIN,6,怪奇！ 真夜中のミステリー,Kaiki! Mayonaka no Misuterii,괴기! 한밤중의 미스터리,Aqours,Aqours,Aqours,,,,,,,,,,2017-04-05,NA,Aqours,Drama Part,
HAPPY PARTY TRAIN,7,奇跡！ 未来へのトレジャー,Kiseki! Mirai e no Torejaa,기적! 미래로의 트래져,Aqours,Aqours,Aqours,,,,,,,,,,2017-04-05,NA,Aqours,Drama Part,
近未来ハッピーエンド,1,近未来ハッピーエンド,Kinmirai Happy End,근미래 해피엔드,CYaRon!,CYaRon!,CYaRon!,畑 亜貴,Aki Hata,하타 아키,藤井亮太,Ryota Fujii,후지이 료타,藤井亮太,Ryota Fujii,후지이 료타,2017-05-10,https://youtu.be/abrfiTxZG9Q,Aqours,CYaRon! 2nd Single,
近未来ハッピーエンド,2,海岸通りで待ってるよ,Kaigandori de Matteru Yo,해안 도로에서 기다릴게,CYaRon!,CYaRon!,CYaRon!,畑 亜貴,Aki Hata,하타 아키,渡辺未来,Miki Watanabe,와타나베 미키,渡辺未来,Miki Watanabe,와타나베 미키,2017-05-10,https://youtu.be/CcXMre0gprQ,Aqours,CYaRon! 2nd Single,
近未来ハッピーエンド,3,近未来ハッピーエンド (Off Vocal),Kinmirai Happy End (Off Vocal),근미래 해피엔드 (Off Vocal),CYaRon!,CYaRon!,CYaRon!,畑 亜貴,Aki Hata,하타 아키,藤井亮太,Ryota Fujii,후지이 료타,藤井亮太,Ryota Fujii,후지이 료타,2017-05-10,NA,Aqours,CYaRon! 2nd Single,
近未来ハッピーエンド,4,海岸通りで待ってるよ (Off Vocal),Kaigandori de Matteru Yo (Off Vocal),해안 도로에서 기다릴게 (Off Vocal),CYaRon!,CYaRon!,CYaRon!,畑 亜貴,Aki Hata,하타 아키,渡辺未来,Miki Watanabe,와타나베 미키,渡辺未来,Miki Watanabe,와타나베 미키,2017-05-10,NA,Aqours,CYaRon! 2nd Single,
近未来ハッピーエンド,5,レアな沼津をめしあがれ❤,Rea na Numazu o Meshiagare❤,레어한 누마즈를 드세요❤,CYaRon!,CYaRon!,CYaRon!,,,,,,,,,,2017-05-10,NA,Aqours,"Drama Part, CYaRon! 2nd Single",
GALAXY HidE and SeeK,1,GALAXY HidE and SeeK,GALAXY HidE and SeeK,GALAXY HidE and SeeK,AZALEA,AZALEA,AZALEA,畑 亜貴,Aki Hata,하타 아키,竹市佳伸,Yoshinobu Takeichi,타케이치 요시노부,竹市佳伸,Yoshinobu Takeichi,타케이치 요시노부,2017-05-31,https://youtu.be/UJln5-o8jqg,Aqours,AZALEA 2nd Single,
GALAXY HidE and SeeK,2,INNOCENT BIRD,INNOCENT BIRD,INNOCENT BIRD,AZALEA,AZALEA,AZALEA,畑 亜貴,Aki Hata,하타 아키,江並哲志,Tetsushi Enami,에나미 테츠시,倉内達矢,Tatsuya Kurauchi,쿠라우치 타츠야,2017-05-31,https://youtu.be/SPh7tyj2Ipw,Aqours,AZALEA 2nd Single,
GALAXY HidE and SeeK,3,GALAXY HidE and SeeK (Off Vocal),GALAXY HidE and SeeK (Off Vocal),GALAXY HidE and SeeK (Off Vocal),AZALEA,AZALEA,AZALEA,畑 亜貴,Aki Hata,하타 아키,竹市佳伸,Yoshinobu Takeichi,타케이치 요시노부,竹市佳伸,Yoshinobu Takeichi,타케이치 요시노부,2017-05-31,NA,Aqours,AZALEA 2nd Single,
GALAXY HidE and SeeK,4,INNOCENT BIRD (Off Vocal),INNOCENT BIRD (Off Vocal),INNOCENT BIRD (Off Vocal),AZALEA,AZALEA,AZALEA,畑 亜貴,Aki Hata,하타 아키,江並哲志,Tetsushi Enami,에나미 테츠시,倉内達矢,Tatsuya Kurauchi,쿠라우치 타츠야,2017-05-31,NA,Aqours,AZALEA 2nd Single,
GALAXY HidE and SeeK,5,沼津スイーツ❤ハンティング,Numazu Suiitsu❤Hantingu,누마즈 스위츠❤헌팅,AZALEA,AZALEA,AZALEA,,,,,,,,,,2017-05-31,NA,Aqours,"Drama Part, AZALEA 2nd Single",
コワレヤスキ,1,コワレヤスキ,Kowareyasuki,부서지기 쉬운 사랑,Guilty Kiss,Guilty Kiss,Guilty Kiss,畑 亜貴,Aki Hata,하타 아키,佐伯高志,Takashi Saeki,사에키 타카시,佐伯高志,Takashi Saeki,사에키 타카시,2017-06-21,https://youtu.be/nTZWmPVtkqI,Aqours,Guilty Kiss 2nd Single,
コワレヤスキ,2,Shadow gate to love,Shadow gate to love,Shadow gate to love,Guilty Kiss,Guilty Kiss,Guilty Kiss,畑 亜貴,Aki Hata,하타 아키,渡辺和紀,Kazunori Watanabe,와타나베 카즈노리,渡辺和紀,Kazunori Watanabe,와타나베 카즈노리,2017-06-21,https://youtu.be/7wmOFiRHCw4,Aqours,Guilty Kiss 2nd Single,
コワレヤスキ,3,コワレヤスキ (Off Vocal),Kowareyasuki (Off Vocal),부서지기 쉬운 사랑 (Off Vocal),Guilty Kiss,Guilty Kiss,Guilty Kiss,畑 亜貴,Aki Hata,하타 아키,佐伯高志,Takashi Saeki,사에키 타카시,佐伯高志,Takashi Saeki,사에키 타카시,2017-06-21,NA,Aqours,Guilty Kiss 2nd Single,
コワレヤスキ,4,Shadow gate to love (Off Vocal),Shadow gate to love (Off Vocal),Shadow gate to love (Off Vocal),Guilty Kiss,Guilty Kiss,Guilty Kiss,畑 亜貴,Aki Hata,하타 아키,渡辺和紀,Kazunori Watanabe,와타나베 카즈노리,渡辺和紀,Kazunori Watanabe,와타나베 카즈노리,2017-06-21,NA,Aqours,Guilty Kiss 2nd Single,
コワレヤスキ,5,十番勝負❤沼津やまやの陣,Jyuuban Shoubu❤Numazu Yamaya no jin,열판 승부❤누마즈 야마야에서 펼친 진,Guilty Kiss,Guilty Kiss,Guilty Kiss,,,,,,,,,,2017-06-21,NA,Aqours,"Drama Part, Guilty Kiss 2nd Single",
Landing action Yeah!!,1,Landing action Yeah!!,Landing action Yeah!!,Landing action Yeah!!,Aqours,Aqours,Aqours,畑 亜貴,Aki Hata,하타 아키,光増ハジメ,Hajime Mitsumasu,미츠마스 하지메,TAKAROT,TAKAROT,TAKAROT,2017-06-30,https://youtu.be/I2dTqCBOmN4,Aqours,,
Landing action Yeah!!,2,Landing action Yeah!! (Off Vocal),Landing action Yeah!! (Off Vocal),Landing action Yeah!! (Off Vocal),Aqours,Aqours,Aqours,畑 亜貴,Aki Hata,하타 아키,光増ハジメ,Hajime Mitsumasu,미츠마스 하지메,TAKAROT,TAKAROT,TAKAROT,2017-06-30,NA,Aqours,,
Landing action Yeah!!,3,Landing action Yeah!! (高海千歌 Solo Ver.),Landing action Yeah!! (Chika Takami Solo Ver.),Landing action Yeah!! (타카미 치카 Solo Ver.),高海千歌,Chika Takami,타카미 치카,畑 亜貴,Aki Hata,하타 아키,光増ハジメ,Hajime Mitsumasu,미츠마스 하지메,TAKAROT,TAKAROT,TAKAROT,2017-06-30,https://youtu.be/vxQbmQwR4vo,Aqours,,
Landing action Yeah!!,4,Landing action Yeah!! (桜内梨子 Solo Ver.),Landing action Yeah!! (Riko Sakurauchi Solo Ver.),Landing action Yeah!! (사쿠라우치 리코 Solo Ver.),桜内梨子,Riko Sakurauchi,사쿠라우치 리코,畑 亜貴,Aki Hata,하타 아키,光増ハジメ,Hajime Mitsumasu,미츠마스 하지메,TAKAROT,TAKAROT,TAKAROT,2017-06-30,https://youtu.be/mK-lyZd0P-o,Aqours,,
Landing action Yeah!!,5,Landing action Yeah!! (松浦果南 Solo Ver.),Landing action Yeah!! (Kanan Matsuura Solo Ver.),Landing action Yeah!! (마츠우라 카난 Solo Ver.),松浦果南,Kanan Matsuura,마츠우라 카난,畑 亜貴,Aki Hata,하타 아키,光増ハジメ,Hajime Mitsumasu,미츠마스 하지메,TAKAROT,TAKAROT,TAKAROT,2017-06-30,https://youtu.be/Y3xIgNEONsY,Aqours,,
Landing action Yeah!!,6,Landing action Yeah!! (黒澤ダイヤ Solo Ver.),Landing action Yeah!! (Dia Kurosawa Solo Ver.),Landing action Yeah!! (쿠로사와 다이아 Solo Ver.),黒澤ダイヤ,Dia Kurosawa,쿠로사와 다이아,畑 亜貴,Aki Hata,하타 아키,光増ハジメ,Hajime Mitsumasu,미츠마스 하지메,TAKAROT,TAKAROT,TAKAROT,2017-06-30,https://youtu.be/5sz79HWz1OA,Aqours,,
Landing action Yeah!!,7,Landing action Yeah!! (渡辺 曜 Solo Ver.),Landing action Yeah!! (You Watanabe Solo Ver.),Landing action Yeah!! (와타나베 요우 Solo Ver.),渡辺 曜,You Watanabe,와타나베 요우,畑 亜貴,Aki Hata,하타 아키,光増ハジメ,Hajime Mitsumasu,미츠마스 하지메,TAKAROT,TAKAROT,TAKAROT,2017-06-30,https://youtu.be/OAXU0b29hyo,Aqours,,
Landing action Yeah!!,8,Landing action Yeah!! (津島善子 Solo Ver.),Landing action Yeah!! (Yoshiko Tsushima Solo Ver.),Landing action Yeah!! (츠시마 요시코 Solo Ver.),津島善子,Yoshiko Tsushima,츠시마 요시코,畑 亜貴,Aki Hata,하타 아키,光増ハジメ,Hajime Mitsumasu,미츠마스 하지메,TAKAROT,TAKAROT,TAKAROT,2017-06-30,https://youtu.be/vBP3pBgBLpM,Aqours,,
Landing action Yeah!!,9,Landing action Yeah!! (国木田花丸 Solo Ver.),Landing action Yeah!! (Hanamaru Kunikida Solo Ver.),Landing action Yeah!! (쿠니키다 하나마루 Solo Ver.),国木田花丸,Hanamaru Kunikida,쿠니키다 하나마루,畑 亜貴,Aki Hata,하타 아키,光増ハジメ,Hajime Mitsumasu,미츠마스 하지메,TAKAROT,TAKAROT,TAKAROT,2017-06-30,https://youtu.be/uYHzAbjhoHM,Aqours,,
Landing action Yeah!!,10,Landing action Yeah!! (小原鞠莉 Solo Ver.),Landing action Yeah!! (Mari Ohara Solo Ver.),Landing action Yeah!! (오하라 마리 Solo Ver.),小原鞠莉,Mari Ohara,오하라 마리,畑 亜貴,Aki Hata,하타 아키,光増ハジメ,Hajime Mitsumasu,미츠마스 하지메,TAKAROT,TAKAROT,TAKAROT,2017-06-30,https://youtu.be/nON6T5VhnTE,Aqours,,
Landing action Yeah!!,11,Landing action Yeah!! (黒澤ルビィ Solo Ver.),Landing action Yeah!! (Ruby Kurosawa Solo Ver.),Landing action Yeah!! (쿠로사와 루비 Solo Ver.),黒澤ルビィ,Ruby Kurosawa,쿠로사와 루비,畑 亜貴,Aki Hata,하타 아키,光増ハジメ,Hajime Mitsumasu,미츠마스 하지메,TAKAROT,TAKAROT,TAKAROT,2017-06-30,https://youtu.be/qtf_kug68nY,Aqours,,
SUMMER VACATION,1,夏への扉 Never end ver.,Natsu e no Tobira Never end ver.,여름으로의 문 Never end ver.,桜内梨子;国木田花丸;小原鞠莉,Riko Sakurauchi;Hanamaru Kunikida;Mari Ohara,사쿠라우치 리코;쿠니키다 하나마루;오하라 마리,畑 亜貴,Aki Hata,하타 아키,金崎真士,Masashi Kanasaki,카나사키 마사시,金崎真士,Masashi Kanasaki,카나사키 마사시,2017-08-02,https://youtu.be/EtBXixfB20g,Aqours,Duo Trio Collection Vol.1,
SUMMER VACATION,2,真夏は誰のモノ？,Manatsu Wa Dare No Mono?,한여름은 누구의 것?,黒澤ダイヤ;黒澤ルビィ,Dia Kurosawa;Ruby Kurosawa,쿠로사와 다이아;쿠로사와 루비,畑 亜貴,Aki Hata,하타 아키,原田 篤(Arte Refact),Atsushi Harada(Arte Refact),하라다 아츠시(Arte Refact),原田 篤(Arte Refact),Atsushi Harada(Arte Refact),하라다 아츠시(Arte Refact),2017-08-02,https://youtu.be/Z-lzzpSjGi8,Aqours,Duo Trio Collection Vol.1,
SUMMER VACATION,3,地元愛♡満タン☆サマーライフ,Jimo Ai♡Mantan☆Summer Life,고향 사랑♡가득 담은☆서머 라이프,渡辺 曜;津島善子,You Watanabe;Yoshiko Tsushima,와타나베 요우;츠시마 요시코,畑 亜貴,Aki Hata,하타 아키,石倉誉之,Takayuki Ishikura,이시쿠라 타카유키,石倉誉之,Takayuki Ishikura,이시쿠라 타카유키,2017-08-02,https://youtu.be/dZKi7xIPv1Q,Aqours,Duo Trio Collection Vol.1,
SUMMER VACATION,4,夏の終わりの雨音が,Natsu No Owari No Amaoto ga,여름 끝의 빗소리가,高海千歌;松浦果南,Chika Takami;Kanan Matsuura,타카미 치카;마츠우라 카난,畑 亜貴,Aki Hata,하타 아키,片桐周太郎,Shutaro Katagiri,카타기리 슈타로,江上浩太郎,Kotaro Egami,에가미 코타로,2017-08-02,https://youtu.be/7579Sej7CYk,Aqours,Duo Trio Collection Vol.1,
SUMMER VACATION,5,南天の白き千歌と果南,Nanten no Shiroki Chika to Kanan,남쪽 하늘의 하얀 치카와 카난,,,,,,,,,,,,,2017-08-02,NA,Aqours,"Drama Part, Duo Trio Collection Vol.1",
SUMMER VACATION,6,西天の眩きルビィとダイヤ,Saiten no Mabayuki Ruby to Dia,서쪽 하늘의 눈부신 다이아와 루비,,,,,,,,,,,,,2017-08-02,NA,Aqours,"Drama Part, Duo Trio Collection Vol.1",
SUMMER VACATION,7,東天の危うき曜と善子,Touten no Ayauki You to Yoshiko,동쪽 하늘의 위태로운 요우와 요시코,,,,,,,,,,,,,2017-08-02,NA,Aqours,"Drama Part, Duo Trio Collection Vol.1",
SUMMER VACATION,8,北天の遙かなる梨子と鞠莉と花丸と……,Hokuten no Harukanaru Riko to Mari to Hanamaru to……,북쪽 하늘의 아득한 리코와 마리와 하나마루와……,,,,,,,,,,,,,2017-08-02,NA,Aqours,"Drama Part, Duo Trio Collection Vol.1",
未来の僕らは知ってるよ,1,未来の僕らは知ってるよ,Mirai no Bokura wa Shitteru yo,미래의 우리들은 알고 있어,Aqours,Aqours,Aqours,畑 亜貴,Aki Hata,하타 아키,光増ハジメ,Hajime Mitsumasu,미츠마스 하지메,EFFY,EFFY,EFFY,2017-10-25,https://youtu.be/RdUENJeYUYI,Aqours,,
未来の僕らは知ってるよ,2,君の瞳を巡る冒険,Kimi no Hitomi o Meguru Boken,너의 눈동자를 둘러싼 모험,Aqours,Aqours,Aqours,畑 亜貴,Aki Hata,하타 아키,渡辺和紀,Kazunori Watanabe,와타나베 카즈노리,渡辺和紀,Kazunori Watanabe,와타나베 카즈노리,2017-10-25,https://youtu.be/YWQOwty3BJA,Aqours,,
未来の僕らは知ってるよ,3,未来の僕らは知ってるよ (Off Vocal),Mirai no Bokura wa Shitteru yo (Off Vocal),미래의 우리들은 알고 있어 (Off Vocal),Aqours,Aqours,Aqours,畑 亜貴,Aki Hata,하타 아키,光増ハジメ,Hajime Mitsumasu,미츠마스 하지메,EFFY,EFFY,EFFY,2017-10-25,NA,Aqours,,
未来の僕らは知ってるよ,4,君の瞳を巡る冒険 (Off Vocal),Kimi no Hitomi o Meguru Boken (Off Vocal),너의 눈동자를 둘러싼 모험 (Off Vocal),Aqours,Aqours,Aqours,畑 亜貴,Aki Hata,하타 아키,渡辺和紀,Kazunori Watanabe,와타나베 카즈노리,渡辺和紀,Kazunori Watanabe,와타나베 카즈노리,2017-10-25,NA,Aqours,,
勇気はどこに？君の胸に！,1,勇気はどこに？君の胸に！,Yuki wa Doko ni? Kimi no Mune ni!,용기는 어디에? 너의 가슴에!,Aqours,Aqours,Aqours,畑 亜貴,Aki Hata,하타 아키,小高光太郎・UiNA,Kotaro Odaka・UiNA,오다카 코타로・UiNA,小高光太郎,Kotaro Odaka,오다카 코타로,2017-11-15,https://youtu.be/fLnchHAGi4I,Aqours,,
勇気はどこに？君の胸に！,2,“MY LIST” to you!,“MY LIST” to you!,“MY LIST” to you!,Aqours,Aqours,Aqours,畑 亜貴,Aki Hata,하타 아키,原 知也,Tomoya Hara,하라 토모야,ラムシーニ,Ramseeni,람시니,2017-11-15,https://youtu.be/8JHoP7zOESk,Aqours,,
勇気はどこに？君の胸に！,3,勇気はどこに？君の胸に！ (Off Vocal),Yuki wa Doko ni? Kimi no Mune ni! (Off Vocal),용기는 어디에? 너의 가슴에! (Off Vocal),Aqours,Aqours,Aqours,畑 亜貴,Aki Hata,하타 아키,小高光太郎・UiNA,Kotaro Odaka・UiNA,오다카 코타로・UiNA,小高光太郎,Kotaro Odaka,오다카 코타로,2017-11-15,NA,Aqours,,
勇気はどこに？君の胸に！,4,“MY LIST” to you! (Off Vocal),“MY LIST” to you! (Off Vocal),“MY LIST” to you! (Off Vocal),Aqours,Aqours,Aqours,畑 亜貴,Aki Hata,하타 아키,原 知也,Tomoya Hara,하라 토모야,ラムシーニ,Ramseeni,람시니,2017-11-15,NA,Aqours,,
MY舞☆TONIGHT／MIRACLE WAVE,1,MY舞☆TONIGHT,MY Mai☆TONIGHT,MY무희☆TONIGHT,Aqours,Aqours,Aqours,畑 亜貴,Aki Hata,하타 아키,EFFY,EFFY,EFFY,EFFY,EFFY,EFFY,2017-11-29,https://youtu.be/NEzMVzPgSF4,Aqours,,
MY舞☆TONIGHT／MIRACLE WAVE,2,MIRACLE WAVE,MIRACLE WAVE,MIRACLE WAVE,Aqours,Aqours,Aqours,畑 亜貴,Aki Hata,하타 아키,酒井拓也(Arte Refact),Takuya Sakai(Arte Refact),사카이 타쿠야(Arte Refact),脇 眞富(Arte Refact),Masatomi Waki(Arte Refact),와키 마사토미(Arte Refact),2017-11-29,https://youtu.be/h5ih56dzVYw,Aqours,,
