Album,Track,日本語,Romaji,한국어,歌,Singer,가수,作詞,Lyrics,작사,作曲,Compose,작곡,編曲,Arrange,편곡,Release,Link,Category,Note,発音
Dream with You / Poppin' Up! / DIVE!【優木せつ菜盤】,3,DIVE!,DIVE!,DIVE!,優木せつ菜,Setsuna Yuki,유키 세츠나,Ayaka Miyake,Ayaka Miyake,Ayaka Miyake,MOMIKEN,MOMIKEN,MOMIKEN,tasuku,tasuku,tasuku,2020-11-18,https://youtu.be/krzru9NkedE,Nijigasaki,,ダイブ！
Dream with You / Poppin' Up! / DIVE!【優木せつ菜盤】,4,Dream with You (Off Vocal),Dream with You (Off Vocal),Dream with You (Off Vocal),上原歩夢,Ayumu Uehara,우에하라 아유무,Ayaka Miyake,Ayaka Miyake,Ayaka Miyake,mitsuyuki miyake;Carlos K.,mitsuyuki miyake;Carlos K.,mitsuyuki miyake;Carlos K.,mitsuyuki miyake;Carlos K.,mitsuyuki miyake;Carlos K.,mitsuyuki miyake;Carlos K.,2020-11-18,NA,Nijigasaki,,ドリーム ウィズ ユー (オフボーカル)
Dream with You / Poppin' Up! / DIVE!【優木せつ菜盤】,5,Poppin' Up! (Off Vocal),Poppin' Up! (Off Vocal),Poppin' Up! (Off Vocal),中須かすみ,Kasumi Nakasu,나카스 카스미,Ayaka Miyake,Ayaka Miyake,Ayaka Miyake,クボナオキ,Naoki Kubo,쿠보 나오키,縄田寿志,Hisashi Nawata,나와타 히사시,2020-11-18,NA,Nijigasaki,,ポッピンアップ！ (オフボーカル)
Dream with You / Poppin' Up! / DIVE!【優木せつ菜盤】,6,DIVE! (Off Vocal),DIVE! (Off Vocal),DIVE! (Off Vocal),優木せつ菜,Setsuna Yuki,유키 세츠나,Ayaka Miyake,Ayaka Miyake,Ayaka Miyake,MOMIKEN,MOMIKEN,MOMIKEN,tasuku,tasuku,tasuku,2020-11-18,NA,Nijigasaki,,ダイブ！ (オフボーカル)
サイコーハート / La Bella Patria / ツナガルコネクト【宮下 愛盤】,1,サイコーハート,Saikou Heart,사이코 하트,宮下 愛,Ai Miyashita,미야시타 아이,Ayaka Miyake,Ayaka Miyake,Ayaka Miyake,PASSiON KiNG,PASSiON KiNG,PASSiON KiNG,PASSiON KiNG,PASSiON KiNG,PASSiON KiNG,2020-12-02,https://youtu.be/rFol2afue0Q,Nijigasaki,,サイコーハート
サイコーハート / La Bella Patria / ツナガルコネクト【宮下 愛盤】,2,La Bella Patria,La Bella Patria,La Bella Patria,エマ・ヴェルデ,Emma Verde,엠마 베르데,Ayaka Miyake,Ayaka Miyake,Ayaka Miyake,齊藤庸介,Yosuke Saito,사이토 요스케,齊藤庸介,Yosuke Saito,사이토 요스케,2020-12-02,https://youtu.be/dnKhhOJ9sq0,Nijigasaki,,ラ・ベラ・パトリア
サイコーハート / La Bella Patria / ツナガルコネクト【宮下 愛盤】,3,ツナガルコネクト,Tsunagaru Connect,이어지는 커넥트,天王寺璃奈,Rina Tennoji,텐노지 리나,Ayaka Miyake,Ayaka Miyake,Ayaka Miyake,DECO*27,DECO*27,DECO*27,ポリスピカデリー,POLICE PICCADILLY,폴리스 피카딜리,2020-12-02,https://youtu.be/i6gGJSezwNw,Nijigasaki,,ツナガルコネクト
サイコーハート / La Bella Patria / ツナガルコネクト【宮下 愛盤】,4,サイコーハート (Off Vocal),Saikou Heart (Off Vocal),사이코 하트 (Off Vocal),宮下 愛,Ai Miyashita,미야시타 아이,Ayaka Miyake,Ayaka Miyake,Ayaka Miyake,PASSiON KiNG,PASSiON KiNG,PASSiON KiNG,PASSiON KiNG,PASSiON KiNG,PASSiON KiNG,2020-12-02,NA,Nijigasaki,,サイコーハート (オフボーカル)
サイコーハート / La Bella Patria / ツナガルコネクト【宮下 愛盤】,5,La Bella Patria (Off Vocal),La Bella Patria (Off Vocal),La Bella Patria (Off Vocal),エマ・ヴェルデ,Emma Verde,엠마 베르데,Ayaka Miyake,Ayaka Miyake,Ayaka Miyake,齊藤庸介,Yosuke Saito,사이토 요스케,齊藤庸介,Yosuke Saito,사이토 요스케,2020-12-02,NA,Nijigasaki,,ラ・ベラ・パトリア (オフボーカル)
サイコーハート / La Bella Patria / ツナガルコネクト【宮下 愛盤】,6,ツナガルコネクト (Off Vocal),Tsunagaru Connect (Off Vocal),이어지는 커넥트 (Off Vocal),天王寺璃奈,Rina Tennoji,텐노지 리나,Ayaka Miyake,Ayaka Miyake,Ayaka Miyake,DECO*27,DECO*27,DECO*27,ポリスピカデリー,POLICE PICCADILLY,폴리스 피카딜리,2020-12-02,NA,Nijigasaki,,ツナガルコネクト (オフボーカル)
サイコーハート / La Bella Patria / ツナガルコネクト【エマ・ヴェルデ盤】,1,サイコーハート,Saikou Heart,사이코 하트,宮下 愛,Ai Miyashita,미야시타 아이,Ayaka Miyake,Ayaka Miyake,Ayaka Miyake,PASSiON KiNG,PASSiON KiNG,PASSiON KiNG,PASSiON KiNG,PASSiON KiNG,PASSiON KiNG,2020-12-02,https://youtu.be/yU9KatpdBHE,Nijigasaki,,サイコーハート
サイコーハート / La Bella Patria / ツナガルコネクト【エマ・ヴェルデ盤】,2,La Bella Patria,La Bella Patria,La Bella Patria,エマ・ヴェルデ,Emma Verde,엠마 베르데,Ayaka Miyake,Ayaka Miyake,Ayaka Miyake,齊藤庸介,Yosuke Saito,사이토 요스케,齊藤庸介,Yosuke Saito,사이토 요스케,2020-12-02,https://youtu.be/i-NzrXpwJoA,Nijigasaki,,ラ・ベラ・パトリア
サイコーハート / La Bella Patria / ツナガルコネクト【エマ・ヴェルデ盤】,3,ツナガルコネクト,Tsunagaru Connect,이어지는 커넥트,天王寺璃奈,Rina Tennoji,텐노지 리나,Ayaka Miyake,Ayaka Miyake,Ayaka Miyake,DECO*27,DECO*27,DECO*27,ポリスピカデリー,POLICE PICCADILLY,폴리스 피카딜리,2020-12-02,https://youtu.be/NM9YsusP5WY,Nijigasaki,,ツナガルコネクト
サイコーハート / La Bella Patria / ツナガルコネクト【エマ・ヴェルデ盤】,4,サイコーハート (Off Vocal),Saikou Heart (Off Vocal),사이코 하트 (Off Vocal),宮下 愛,Ai Miyashita,미야시타 아이,Ayaka Miyake,Ayaka Miyake,Ayaka Miyake,PASSiON KiNG,PASSiON KiNG,PASSiON KiNG,PASSiON KiNG,PASSiON KiNG,PASSiON KiNG,2020-12-02,NA,Nijigasaki,,サイコーハート (オフボーカル)
サイコーハート / La Bella Patria / ツナガルコネクト【エマ・ヴェルデ盤】,5,La Bella Patria (Off Vocal),La Bella Patria (Off Vocal),La Bella Patria (Off Vocal),エマ・ヴェルデ,Emma Verde,엠마 베르데,Ayaka Miyake,Ayaka Miyake,Ayaka Miyake,齊藤庸介,Yosuke Saito,사이토 요스케,齊藤庸介,Yosuke Saito,사이토 요스케,2020-12-02,NA,Nijigasaki,,ラ・ベラ・パトリア (オフボーカル)
サイコーハート / La Bella Patria / ツナガルコネクト【エマ・ヴェルデ盤】,6,ツナガルコネクト (Off Vocal),Tsunagaru Connect (Off Vocal),이어지는 커넥트 (Off Vocal),天王寺璃奈,Rina Tennoji,텐노지 리나,Ayaka Miyake,Ayaka Miyake,Ayaka Miyake,DECO*27,DECO*27,DECO*27,ポリスピカデリー,POLICE PICCADILLY,폴리스 피카딜리,2020-12-02,NA,Nijigasaki,,ツナガルコネクト (オフボーカル)
サイコーハート / La Bella Patria / ツナガルコネクト【天王寺璃奈盤】,1,サイコーハート,Saikou Heart,사이코 하트,宮下 愛,Ai Miyashita,미야시타 아이,Ayaka Miyake,Ayaka Miyake,Ayaka Miyake,PASSiON KiNG,PASSiON KiNG,PASSiON KiNG,PASSiON KiNG,PASSiON KiNG,PASSiON KiNG,2020-12-02,https://youtu.be/gYgjBEjjIvI,Nijigasaki,,サイコーハート
サイコーハート / La Bella Patria / ツナガルコネクト【天王寺璃奈盤】,2,La Bella Patria,La Bella Patria,La Bella Patria,エマ・ヴェルデ,Emma Verde,엠마 베르데,Ayaka Miyake,Ayaka Miyake,Ayaka Miyake,齊藤庸介,Yosuke Saito,사이토 요스케,齊藤庸介,Yosuke Saito,사이토 요스케,2020-12-02,https://youtu.be/jkWA8dHfUU0,Nijigasaki,,ラ・ベラ・パトリア
サイコーハート / La Bella Patria / ツナガルコネクト【天王寺璃奈盤】,3,ツナガルコネクト,Tsunagaru Connect,이어지는 커넥트,天王寺璃奈,Rina Tennoji,텐노지 리나,Ayaka Miyake,Ayaka Miyake,Ayaka Miyake,DECO*27,DECO*27,DECO*27,ポリスピカデリー,POLICE PICCADILLY,폴리스 피카딜리,2020-12-02,https://youtu.be/Kzr_xuqqh-M,Nijigasaki,,ツナガルコネクト
サイコーハート / La Bella Patria / ツナガルコネクト【天王寺璃奈盤】,4,サイコーハート (Off Vocal),Saikou Heart (Off Vocal),사이코 하트 (Off Vocal),宮下 愛,Ai Miyashita,미야시타 아이,Ayaka Miyake,Ayaka Miyake,Ayaka Miyake,PASSiON KiNG,PASSiON KiNG,PASSiON KiNG,PASSiON KiNG,PASSiON KiNG,PASSiON KiNG,2020-12-02,NA,Nijigasaki,,サイコーハート (オフボーカル)
サイコーハート / La Bella Patria / ツナガルコネクト【天王寺璃奈盤】,5,La Bella Patria (Off Vocal),La Bella Patria (Off Vocal),La Bella Patria (Off Vocal),エマ・ヴェルデ,Emma Verde,엠마 베르데,Ayaka Miyake,Ayaka Miyake,Ayaka Miyake,齊藤庸介,Yosuke Saito,사이토 요스케,齊藤庸介,Yosuke Saito,사이토 요스케,2020-12-02,NA,Nijigasaki,,ラ・ベラ・パトリア (オフボーカル)
サイコーハート / La Bella Patria / ツナガルコネクト【天王寺璃奈盤】,6,ツナガルコネクト (Off Vocal),Tsunagaru Connect (Off Vocal),이어지는 커넥트 (Off Vocal),天王寺璃奈,Rina Tennoji,텐노지 리나,Ayaka Miyake,Ayaka Miyake,Ayaka Miyake,DECO*27,DECO*27,DECO*27,ポリスピカデリー,POLICE PICCADILLY,폴리스 피카딜리,2020-12-02,NA,Nijigasaki,,ツナガルコネクト (オフボーカル)
Butterfly / Solitude Rain / VIVID WORLD【近江彼方盤】,1,Butterfly,Butterfly,Butterfly,近江彼方,Kanata Konoe,코노에 카나타,Ayaka Miyake,Ayaka Miyake,Ayaka Miyake,Em.me,Em.me,Em.me,Em.me,Em.me,Em.me,2020-12-16,https://youtu.be/aoRBp5C_ZyI,Nijigasaki,,バタフライ
Butterfly / Solitude Rain / VIVID WORLD【近江彼方盤】,2,Solitude Rain,Solitude Rain,Solitude Rain,桜坂しずく,Shizuku Osaka,오사카 시즈쿠,Ayaka Miyake,Ayaka Miyake,Ayaka Miyake,鈴木エレカ;JOE,Ereca Suzuki;JOE,스즈키 에레카;JOE,JOE,JOE,JOE,2020-12-16,https://youtu.be/weUHyj4qUFg,Nijigasaki,,ソリチュードレイン
Butterfly / Solitude Rain / VIVID WORLD【近江彼方盤】,3,VIVID WORLD,VIVID WORLD,VIVID WORLD,朝香果林,Karin Asaka,아사카 카린,Ayaka Miyake,Ayaka Miyake,Ayaka Miyake,Luis Ogata,Luis Ogata,Luis Ogata,TeddyLoid,TeddyLoid,TeddyLoid,2020-12-16,https://youtu.be/ZvmrO1tRgdc,Nijigasaki,,ビビッドワールド
Butterfly / Solitude Rain / VIVID WORLD【近江彼方盤】,4,Butterfly (Off Vocal),Butterfly (Off Vocal),Butterfly (Off Vocal),近江彼方,Kanata Konoe,코노에 카나타,Ayaka Miyake,Ayaka Miyake,Ayaka Miyake,Em.me,Em.me,Em.me,Em.me,Em.me,Em.me,2020-12-16,NA,Nijigasaki,,バタフライ (オフボーカル)
Butterfly / Solitude Rain / VIVID WORLD【近江彼方盤】,5,Solitude Rain (Off Vocal),Solitude Rain (Off Vocal),Solitude Rain (Off Vocal),桜坂しずく,Shizuku Osaka,오사카 시즈쿠,Ayaka Miyake,Ayaka Miyake,Ayaka Miyake,鈴木エレカ;JOE,Ereca Suzuki;JOE,스즈키 에레카;JOE,JOE,JOE,JOE,2020-12-16,NA,Nijigasaki,,ソリチュードレイン (オフボーカル)
Butterfly / Solitude Rain / VIVID WORLD【近江彼方盤】,6,VIVID WORLD (Off Vocal),VIVID WORLD (Off Vocal),VIVID WORLD (Off Vocal),朝香果林,Karin Asaka,아사카 카린,Ayaka Miyake,Ayaka Miyake,Ayaka Miyake,Luis Ogata,Luis Ogata,Luis Ogata,TeddyLoid,TeddyLoid,TeddyLoid,2020-12-16,NA,Nijigasaki,,ビビッドワールド (オフボーカル)
Butterfly / Solitude Rain / VIVID WORLD【桜坂しずく盤】,1,Butterfly,Butterfly,Butterfly,近江彼方,Kanata Konoe,코노에 카나타,Ayaka Miyake,Ayaka Miyake,Ayaka Miyake,Em.me,Em.me,Em.me,Em.me,Em.me,Em.me,2020-12-16,https://youtu.be/m34ajkqlK2U,Nijigasaki,,バタフライ
Butterfly / Solitude Rain / VIVID WORLD【桜坂しずく盤】,2,Solitude Rain,Solitude Rain,Solitude Rain,桜坂しずく,Shizuku Osaka,오사카 시즈쿠,Ayaka Miyake,Ayaka Miyake,Ayaka Miyake,鈴木エレカ;JOE,Ereca Suzuki;JOE,스즈키 에레카;JOE,JOE,JOE,JOE,2020-12-16,https://youtu.be/8yyMnAK2Ki4,Nijigasaki,,ソリチュードレイン
Butterfly / Solitude Rain / VIVID WORLD【桜坂しずく盤】,3,VIVID WORLD,VIVID WORLD,VIVID WORLD,朝香果林,Karin Asaka,아사카 카린,Ayaka Miyake,Ayaka Miyake,Ayaka Miyake,Luis Ogata,Luis Ogata,Luis Ogata,TeddyLoid,TeddyLoid,TeddyLoid,2020-12-16,https://youtu.be/8XNh57Vzq-g,Nijigasaki,,ビビッドワールド
Butterfly / Solitude Rain / VIVID WORLD【桜坂しずく盤】,4,Butterfly (Off Vocal),Butterfly (Off Vocal),Butterfly (Off Vocal),近江彼方,Kanata Konoe,코노에 카나타,Ayaka Miyake,Ayaka Miyake,Ayaka Miyake,Em.me,Em.me,Em.me,Em.me,Em.me,Em.me,2020-12-16,NA,Nijigasaki,,バタフライ (オフボーカル)
Butterfly / Solitude Rain / VIVID WORLD【桜坂しずく盤】,5,Solitude Rain (Off Vocal),Solitude Rain (Off Vocal),Solitude Rain (Off Vocal),桜坂しずく,Shizuku Osaka,오사카 시즈쿠,Ayaka Miyake,Ayaka Miyake,Ayaka Miyake,鈴木エレカ;JOE,Ereca Suzuki;JOE,스즈키 에레카;JOE,JOE,JOE,JOE,2020-12-16,NA,Nijigasaki,,ソリチュードレイン (オフボーカル)
Butterfly / Solitude Rain / VIVID WORLD【桜坂しずく盤】,6,VIVID WORLD (Off Vocal),VIVID WORLD (Off Vocal),VIVID WORLD (Off Vocal),朝香果林,Karin Asaka,아사카 카린,Ayaka Miyake,Ayaka Miyake,Ayaka Miyake,Luis Ogata,Luis Ogata,Luis Ogata,TeddyLoid,TeddyLoid,TeddyLoid,2020-12-16,NA,Nijigasaki,,ビビッドワールド (オフボーカル)
Butterfly / Solitude Rain / VIVID WORLD【朝香果林盤】,1,Butterfly,Butterfly,Butterfly,近江彼方,Kanata Konoe,코노에 카나타,Ayaka Miyake,Ayaka Miyake,Ayaka Miyake,Em.me,Em.me,Em.me,Em.me,Em.me,Em.me,2020-12-16,https://youtu.be/hTTTatPBo_0,Nijigasaki,,バタフライ
Butterfly / Solitude Rain / VIVID WORLD【朝香果林盤】,2,Solitude Rain,Solitude Rain,Solitude Rain,桜坂しずく,Shizuku Osaka,오사카 시즈쿠,Ayaka Miyake,Ayaka Miyake,Ayaka Miyake,鈴木エレカ;JOE,Ereca Suzuki;JOE,스즈키 에레카;JOE,JOE,JOE,JOE,2020-12-16,https://youtu.be/MM8YLUc85kI,Nijigasaki,,ソリチュードレイン
Butterfly / Solitude Rain / VIVID WORLD【朝香果林盤】,3,VIVID WORLD,VIVID WORLD,VIVID WORLD,朝香果林,Karin Asaka,아사카 카린,Ayaka Miyake,Ayaka Miyake,Ayaka Miyake,Luis Ogata,Luis Ogata,Luis Ogata,TeddyLoid,TeddyLoid,TeddyLoid,2020-12-16,https://youtu.be/FFyWNOU82Vw,Nijigasaki,,ビビッドワールド
Butterfly / Solitude Rain / VIVID WORLD【朝香果林盤】,4,Butterfly (Off Vocal),Butterfly (Off Vocal),Butterfly (Off Vocal),近江彼方,Kanata Konoe,코노에 카나타,Ayaka Miyake,Ayaka Miyake,Ayaka Miyake,Em.me,Em.me,Em.me,Em.me,Em.me,Em.me,2020-12-16,NA,Nijigasaki,,バタフライ (オフボーカル)
Butterfly / Solitude Rain / VIVID WORLD【朝香果林盤】,5,Solitude Rain (Off Vocal),Solitude Rain (Off Vocal),Solitude Rain (Off Vocal),桜坂しずく,Shizuku Osaka,오사카 시즈쿠,Ayaka Miyake,Ayaka Miyake,Ayaka Miyake,鈴木エレカ;JOE,Ereca Suzuki;JOE,스즈키 에레카;JOE,JOE,JOE,JOE,2020-12-16,NA,Nijigasaki,,ソリチュードレイン (オフボーカル)
Butterfly / Solitude Rain / VIVID WORLD【朝香果林盤】,6,VIVID WORLD (Off Vocal),VIVID WORLD (Off Vocal),VIVID WORLD (Off Vocal),朝香果林,Karin Asaka,아사카 카린,Ayaka Miyake,Ayaka Miyake,Ayaka Miyake,Luis Ogata,Luis Ogata,Luis Ogata,TeddyLoid,TeddyLoid,TeddyLoid,2020-12-16,NA,Nijigasaki,,ビビッドワールド (オフボーカル)
TVA1 BD Vol.1,1,POWER SPOT!!,POWER SPOT!!,POWER SPOT!!,DiverDiva,DiverDiva,DiverDiva,鈴木エレカ,Ereca Suzuki,스즈키 에레카,Carlos K.,Carlos K.,Carlos K.,Carlos K.,Carlos K.,Carlos K.,2020-12-24,https://youtu.be/_0XMKlwsnn0,Nijigasaki,TVA1 BD Vol.1,パワースポット!!
TVA1 BD Vol.1,2,POWER SPOT!! (Off Vocal),POWER SPOT!! (Off Vocal),POWER SPOT!! (Off Vocal),DiverDiva,DiverDiva,DiverDiva,鈴木エレカ,Ereca Suzuki,스즈키 에레카,Carlos K.,Carlos K.,Carlos K.,Carlos K.,Carlos K.,Carlos K.,2020-12-24,NA,Nijigasaki,TVA1 BD Vol.1,パワースポット!! (オフボーカル)
Awakening Promise / 夢がここからはじまるよ,1,Awakening Promise,Awakening Promise,Awakening Promise,上原歩夢,Ayumu Uehara,우에하라 아유무,Ayaka Miyake,Ayaka Miyake,Ayaka Miyake,Keisuke Koyama,Keisuke Koyama,Keisuke Koyama,Keisuke Koyama,Keisuke Koyama,Keisuke Koyama,2021-01-13,https://youtu.be/YSYg3LKAMgA,Nijigasaki,,アウェイクニング・プロミス
Awakening Promise / 夢がここからはじまるよ,2,夢がここからはじまるよ,Yume ga Koko Kara Hajimaru yo,꿈이 이곳에서부터 이어져,虹ヶ咲学園スクールアイドル同好会,Nijigasaki High School Idol Club,니지가사키 학원 스쿨 아이돌 동호회,Ayaka Miyake,Ayaka Miyake,Ayaka Miyake,中村 歩;野口大志,Ayumu Nakamura;Taishi Noguchi,나카무라 아유무;노구치 타이시,中村 歩;野口大志,Ayumu Nakamura;Taishi Noguchi,나카무라 아유무;노구치 타이시,2021-01-13,https://youtu.be/02tMRFTzMlw,Nijigasaki,,ゆめがここからはじまるよ
Awakening Promise / 夢がここからはじまるよ,3,Awakening Promise (Off Vocal),Awakening Promise (Off Vocal),Awakening Promise (Off Vocal),上原歩夢,Ayumu Uehara,우에하라 아유무,Ayaka Miyake,Ayaka Miyake,Ayaka Miyake,Keisuke Koyama,Keisuke Koyama,Keisuke Koyama,Keisuke Koyama,Keisuke Koyama,Keisuke Koyama,2021-01-13,NA,Nijigasaki,,アウェイクニング・プロミス (オフボーカル)
Awakening Promise / 夢がここからはじまるよ,4,夢がここからはじまるよ (Off Vocal),Yume ga Koko Kara Hajimaru yo (Off Vocal),꿈이 이곳에서부터 이어져 (Off Vocal),虹ヶ咲学園スクールアイドル同好会,Nijigasaki High School Idol Club,니지가사키 학원 스쿨 아이돌 동호회,Ayaka Miyake,Ayaka Miyake,Ayaka Miyake,中村 歩;野口大志,Ayumu Nakamura;Taishi Noguchi,나카무라 아유무;노구치 타이시,中村 歩;野口大志,Ayumu Nakamura;Taishi Noguchi,나카무라 아유무;노구치 타이시,2021-01-13,NA,Nijigasaki,,ゆめがここからはじまるよ (オフボーカル)
TVA1 BD Vol.2,1,Kakushiaji!,Kakushiaji!,Kakushiaji!,A·ZU·NA,A·ZU·NA,A·ZU·NA,nana hatori,nana hatori,nana hatori,PASSiON KiNG;サイトウリョースケ;nana hatori,PASSiON KiNG;Ryosuke Saito;nana hatori,PASSiON KiNG;사이토 료스케;nana hatori,サイトウリョースケ,Ryosuke Saito,사이토 료스케,2021-01-27,https://youtu.be/tn5iqBFBJRw,Nijigasaki,TVA1 BD Vol.2,かくしあじ!
TVA1 BD Vol.2,2,Kakushiaji! (Off Vocal),Kakushiaji! (Off Vocal),Kakushiaji! (Off Vocal),A·ZU·NA,A·ZU·NA,A·ZU·NA,nana hatori,nana hatori,nana hatori,PASSiON KiNG;サイトウリョースケ;nana hatori,PASSiON KiNG;Ryosuke Saito;nana hatori,PASSiON KiNG;사이토 료스케;nana hatori,サイトウリョースケ,Ryosuke Saito,사이토 료스케,2021-01-27,NA,Nijigasaki,TVA1 BD Vol.2,かくしあじ! (オフボーカル)
ドラマCD 青春カプリッチョ [Disc 1],1,ラジオドラマ0章1話 ~私たちの「おはよう放送室」~,"Radio Drama Chapter 0 Episode 1 ~Our ""Good Morning Broadcast Room""~","라디오 드라마 0장 1화 ~우리들의 ""아침 시간 방송실""~",虹ヶ咲学園スクールアイドル同好会,Nijigasaki High School Idol Club,니지가사키 학원 스쿨 아이돌 동호회,,,,,,,,,,2021-02-24,NA,Nijigasaki,"Drama Part, ラブライブ！虹ヶ咲学園 ～おはよう放送室～",
ドラマCD 青春カプリッチョ [Disc 1],2,ラジオドラマ0章2話 ~おはよう放送室のススメ！~,Radio Drama Chapter 0 Episode 2 ~Continuing Good Morning Broadcast Room!~,라디오 드라마 0장 2화 ~아침 시간 방송실 진행!~,虹ヶ咲学園スクールアイドル同好会,Nijigasaki High School Idol Club,니지가사키 학원 스쿨 아이돌 동호회,,,,,,,,,,2021-02-24,NA,Nijigasaki,"Drama Part, ラブライブ！虹ヶ咲学園 ～おはよう放送室～",
ドラマCD 青春カプリッチョ [Disc 1],3,ラジオドラマ0章3話 ~準備万端！~,Radio Drama Chapter 0 Episode 3 ~Everything is ready!~,라디오 드라마 0장 3화 ~준비 완료!~,虹ヶ咲学園スクールアイドル同好会,Nijigasaki High School Idol Club,니지가사키 학원 스쿨 아이돌 동호회,,,,,,,,,,2021-02-24,NA,Nijigasaki,"Drama Part, ラブライブ！虹ヶ咲学園 ～おはよう放送室～",
ドラマCD 青春カプリッチョ [Disc 1],4,ラジオドラマ0章4話 ~はじまりのおはよう放送室！~,Radio Drama Chapter 0 Episode 4 ~The beginning of Good Morning Broadcast Room!~,라디오 드라마 0장 4화 ~아침 시간 방송실의 시작!~,虹ヶ咲学園スクールアイドル同好会,Nijigasaki High School Idol Club,니지가사키 학원 스쿨 아이돌 동호회,,,,,,,,,,2021-02-24,NA,Nijigasaki,"Drama Part, ラブライブ！虹ヶ咲学園 ～おはよう放送室～",
ドラマCD 青春カプリッチョ [Disc 1],5,ラジオドラマ1章1話 ~おはよう放送室に任せて！~,Radio Drama Chapter 1 Episode 1 ~Leave it to the Good Morning Broadcasting Room!~,라디오 드라마 1장 1화 ~아침 시간 방송실에 맡겨주세요!~,虹ヶ咲学園スクールアイドル同好会,Nijigasaki High School Idol Club,니지가사키 학원 스쿨 아이돌 동호회,,,,,,,,,,2021-02-24,NA,Nijigasaki,"Drama Part, ラブライブ！虹ヶ咲学園 ～おはよう放送室～",
ドラマCD 青春カプリッチョ [Disc 1],6,ラジオドラマ1章2話 ~力を貸して！~,Radio Drama Chapter 1 Episode 2 ~Lend me your strength!~,라디오 드라마 1장 2화 ~힘을 빌려줘!~,虹ヶ咲学園スクールアイドル同好会,Nijigasaki High School Idol Club,니지가사키 학원 스쿨 아이돌 동호회,,,,,,,,,,2021-02-24,NA,Nijigasaki,"Drama Part, ラブライブ！虹ヶ咲学園 ～おはよう放送室～",
ドラマCD 青春カプリッチョ [Disc 1],7,ラジオドラマ1章3話 ~愛のあいさつ運動！~,Radio Drama Chapter 1 Episode 3 ~Ai's greeting exercise~,라디오 드라마 1장 3화 ~아이의 안녕운동!~,虹ヶ咲学園スクールアイドル同好会,Nijigasaki High School Idol Club,니지가사키 학원 스쿨 아이돌 동호회,,,,,,,,,,2021-02-24,NA,Nijigasaki,"Drama Part, ラブライブ！虹ヶ咲学園 ～おはよう放送室～",
ドラマCD 青春カプリッチョ [Disc 1],8,ラジオドラマ1章4話 ~私たち、朝活サポート隊です！~,Radio Drama Chapter 1 Episode 4 ~We are the Morning Activity Support Team!~,"라디오 드라마 1장 4화 ~우리는, 아침 활동 지원단입니다!~",虹ヶ咲学園スクールアイドル同好会,Nijigasaki High School Idol Club,니지가사키 학원 스쿨 아이돌 동호회,,,,,,,,,,2021-02-24,NA,Nijigasaki,"Drama Part, ラブライブ！虹ヶ咲学園 ～おはよう放送室～",
ドラマCD 青春カプリッチョ [Disc 1],9,ラジオドラマ1章5話 ~朝活に励むあなたへ！~,Radio Drama Chapter 1 Episode 5 ~For you who are trying hard to be active in the morning!~,라디오 드라마 1장 5화 ~아침 활동을 노력하는 당신에게!~,虹ヶ咲学園スクールアイドル同好会,Nijigasaki High School Idol Club,니지가사키 학원 스쿨 아이돌 동호회,,,,,,,,,,2021-02-24,NA,Nijigasaki,"Drama Part, ラブライブ！虹ヶ咲学園 ～おはよう放送室～",
ドラマCD 青春カプリッチョ [Disc 1],10,ラジオドラマ1章6話 ~一石何鳥？~,Radio Drama Chapter 1 Episode 6 ~How many birds with one stone?~,라디오 드라마 1장 6화 ~일석몇조?~,虹ヶ咲学園スクールアイドル同好会,Nijigasaki High School Idol Club,니지가사키 학원 스쿨 아이돌 동호회,,,,,,,,,,2021-02-24,NA,Nijigasaki,"Drama Part, ラブライブ！虹ヶ咲学園 ～おはよう放送室～",
ドラマCD 青春カプリッチョ [Disc 1],11,ラジオドラマ2章1話 ~すてきな夏にしたいよね！~,Radio Drama Chapter 2 Episode 1 ~Want to make a wonderful summer!~,라디오 드라마 2장 1화 ~멋진 여름을 보내고 싶어!~,虹ヶ咲学園スクールアイドル同好会,Nijigasaki High School Idol Club,니지가사키 학원 스쿨 아이돌 동호회,,,,,,,,,,2021-02-24,NA,Nijigasaki,"Drama Part, ラブライブ！虹ヶ咲学園 ～おはよう放送室～",
ドラマCD 青春カプリッチョ [Disc 1],12,ラジオドラマ2章2話 ~お祭り、なにする？~,Radio Drama Chapter 2 Episode 2 ~What to do at the festival?~,"라디오 드라마 2장 2화 ~축제, 뭐 할래?~",虹ヶ咲学園スクールアイドル同好会,Nijigasaki High School Idol Club,니지가사키 학원 스쿨 아이돌 동호회,,,,,,,,,,2021-02-24,NA,Nijigasaki,"Drama Part, ラブライブ！虹ヶ咲学園 ～おはよう放送室～",
ドラマCD 青春カプリッチョ [Disc 1],13,ラジオドラマ2章3話 ~やりたいこと、夢いっぱい！~,"Radio Drama Chapter 2 Episode 3 ~What I want to do, full of dreams!~","라디오 드라마 2장 3화 ~하고 싶은 것, 꿈이 한가득!~",虹ヶ咲学園スクールアイドル同好会,Nijigasaki High School Idol Club,니지가사키 학원 스쿨 아이돌 동호회,,,,,,,,,,2021-02-24,NA,Nijigasaki,"Drama Part, ラブライブ！虹ヶ咲学園 ～おはよう放送室～",
