Album,Track,日本語,Romaji,한국어,歌,Singer,가수,作詞,Lyrics,작사,作曲,Compose,작곡,編曲,Arrange,편곡,Release,Link,Category,Note,発音
Sing & Smile!!,4,Beautiful Moonlight (Off Vocal),Beautiful Moonlight (Off Vocal),Beautiful Moonlight (Off Vocal),QU4RTZ,QU4RTZ,QU4RTZ,Ayaka Miyake,Ayaka Miyake,Ayaka Miyake,ygarshy,ygarshy,ygarshy,PASSiON KiNG,PASSiON KiNG,PASSiON KiNG,2020-02-12,NA,Nijigasaki,QU4RTZ 1st,ビューティフルムーンライト (オフボーカル)
Sing & Smile!!,5,バレンタインパーティー,Valentine's Party,발렌타인 파티,,,,,,,,,,,,,2020-02-12,NA,Nijigasaki,Drama Part,バレンタインパーティー
ドラマCD 日常コンチェルト [Disc 1],1,ラジオドラマ 5章1話 ~楽しいランチタイム！~,Radio Drama Chapter 5 Episode 1 ~Fun lunch time!~,라디오 드라마 5장 1화 ~즐거운 점심시간!~,虹ヶ咲学園スクールアイドル同好会,Nijigasaki High School Idol Club,니지가사키 학원 스쿨 아이돌 동호회,,,,,,,,,,2020-03-18,NA,Nijigasaki,"Drama Part, ラブライブ！虹ヶ咲学園 ～お昼休み放送室～",
ドラマCD 日常コンチェルト [Disc 1],2,ラジオドラマ 5章2話 ~愛は乗せ上手！~,Radio Drama Chapter 5 Episode 2 ~Ai is a good rider!~,라디오 드라마 5장 2화 ~아이는 훌륭한 운전사!~,虹ヶ咲学園スクールアイドル同好会,Nijigasaki High School Idol Club,니지가사키 학원 스쿨 아이돌 동호회,,,,,,,,,,2020-03-18,NA,Nijigasaki,"Drama Part, ラブライブ！虹ヶ咲学園 ～お昼休み放送室～",
ドラマCD 日常コンチェルト [Disc 1],3,ラジオドラマ 5章3話 ~歩夢vsかすみのお弁当対決！~,Radio Drama Chapter 5 Episode 3 ~Ayumu vs. Kasumi's lunch box showdown!~,라디오 드라마 5장 3화 ~아유무 vs 카스미 도시락 대결!~,虹ヶ咲学園スクールアイドル同好会,Nijigasaki High School Idol Club,니지가사키 학원 스쿨 아이돌 동호회,,,,,,,,,,2020-03-18,NA,Nijigasaki,"Drama Part, ラブライブ！虹ヶ咲学園 ～お昼休み放送室～",
ドラマCD 日常コンチェルト [Disc 1],4,ラジオドラマ 5章4話 ~ランチタイムはリラックスタイム♪~,Radio Drama Chapter 5 Episode 4 ~Lunch time is relaxing time♪~,라디오 드라마 5장 4화 ~런치 타임은 릴렉싱 타임♪~,虹ヶ咲学園スクールアイドル同好会,Nijigasaki High School Idol Club,니지가사키 학원 스쿨 아이돌 동호회,,,,,,,,,,2020-03-18,NA,Nijigasaki,"Drama Part, ラブライブ！虹ヶ咲学園 ～お昼休み放送室～",
ドラマCD 日常コンチェルト [Disc 1],5,ラジオドラマ 5章5話 ~あなたのそばに~,Radio Drama Chapter 5 Episode 5 ~By Your Side~,라디오 드라마 5장 5화 ~당신의 곁에~,虹ヶ咲学園スクールアイドル同好会,Nijigasaki High School Idol Club,니지가사키 학원 스쿨 아이돌 동호회,,,,,,,,,,2020-03-18,NA,Nijigasaki,"Drama Part, ラブライブ！虹ヶ咲学園 ～お昼休み放送室～",
ドラマCD 日常コンチェルト [Disc 1],6,ラジオドラマ 6章1話 ~暑さを吹き飛ばそう！~,Radio Drama Chapter 6 Episode 1 ~Let's blow off the heat!~,라디오 드라마 6장 1화 ~더위를 날려버리자!~,虹ヶ咲学園スクールアイドル同好会,Nijigasaki High School Idol Club,니지가사키 학원 스쿨 아이돌 동호회,,,,,,,,,,2020-03-18,NA,Nijigasaki,"Drama Part, ラブライブ！虹ヶ咲学園 ～お昼休み放送室～",
ドラマCD 日常コンチェルト [Disc 1],7,ラジオドラマ 6章2話 ~私にぴったりの水着！~,Radio Drama Chapter 6 Episode 2 ~The perfect swimsuit for me!~,라디오 드라마 6장 2화 ~나에게 딱 맞는 수영복!~,虹ヶ咲学園スクールアイドル同好会,Nijigasaki High School Idol Club,니지가사키 학원 스쿨 아이돌 동호회,,,,,,,,,,2020-03-18,NA,Nijigasaki,"Drama Part, ラブライブ！虹ヶ咲学園 ～お昼休み放送室～",
ドラマCD 日常コンチェルト [Disc 1],8,ラジオドラマ 6章3話 ~絶対絶対、この水着！~,"Radio Drama Chapter 6 Episode 3 ~Definitely, this swimsuit!~","라디오 드라마 6장 3화 ~절대 절대, 이 수영복!~",虹ヶ咲学園スクールアイドル同好会,Nijigasaki High School Idol Club,니지가사키 학원 스쿨 아이돌 동호회,,,,,,,,,,2020-03-18,NA,Nijigasaki,"Drama Part, ラブライブ！虹ヶ咲学園 ～お昼休み放送室～",
ドラマCD 日常コンチェルト [Disc 1],9,ラジオドラマ 6章4話 ~愛にお任せ☆~,Radio Drama Chapter 6 Episode 4 ~Leave it to Ai☆!~,라디오 드라마 6장 4화 ~아이에게 맡겨 둬☆~,虹ヶ咲学園スクールアイドル同好会,Nijigasaki High School Idol Club,니지가사키 학원 스쿨 아이돌 동호회,,,,,,,,,,2020-03-18,NA,Nijigasaki,"Drama Part, ラブライブ！虹ヶ咲学園 ～お昼休み放送室～",
ドラマCD 日常コンチェルト [Disc 1],10,ラジオドラマ 6章5話 ~サニーシャイニーサマーバケーション！~,Radio Drama Chapter 6 Episode 5 ~Sunny Shiny Summer Vacation!~,라디오 드라마 6장 5화 ~써니 샤이니 서머 베케이션!~,虹ヶ咲学園スクールアイドル同好会,Nijigasaki High School Idol Club,니지가사키 학원 스쿨 아이돌 동호회,,,,,,,,,,2020-03-18,NA,Nijigasaki,"Drama Part, ラブライブ！虹ヶ咲学園 ～お昼休み放送室～",
ドラマCD 日常コンチェルト [Disc 1],11,ラジオドラマ 6章6話 ~楽しかったプールの後は？~,Radio Drama Chapter 6 Episode 6 ~After the Fun at the Swimming Pool?~,라디오 드라마 6장 6화 ~즐거웠던 수영장 다음에는?~,虹ヶ咲学園スクールアイドル同好会,Nijigasaki High School Idol Club,니지가사키 학원 스쿨 아이돌 동호회,,,,,,,,,,2020-03-18,NA,Nijigasaki,"Drama Part, ラブライブ！虹ヶ咲学園 ～お昼休み放送室～",
ドラマCD 日常コンチェルト [Disc 2],1,ラジオドラマ 7章1話 ~夏の思い出~,Radio Drama Chapter 7 Episode 1 ~Memories of Summer~,라디오 드라마 7장 1화 ~여름의 추억~,虹ヶ咲学園スクールアイドル同好会,Nijigasaki High School Idol Club,니지가사키 학원 스쿨 아이돌 동호회,,,,,,,,,,2020-03-18,NA,Nijigasaki,"Drama Part, ラブライブ！虹ヶ咲学園 ～お昼休み放送室～",
ドラマCD 日常コンチェルト [Disc 2],2,ラジオドラマ 7章2話 ~ファーストライブに舵を取れ！~,Radio Drama Chapter 7 Episode 2 ~Take the helm for the first live performance!~,라디오 드라마 7장 2화 ~퍼스트 라이브에 도전하자!~,虹ヶ咲学園スクールアイドル同好会,Nijigasaki High School Idol Club,니지가사키 학원 스쿨 아이돌 동호회,,,,,,,,,,2020-03-18,NA,Nijigasaki,"Drama Part, ラブライブ！虹ヶ咲学園 ～お昼休み放送室～",
ドラマCD 日常コンチェルト [Disc 2],3,ラジオドラマ 7章3話 ~摑み取れ！表現力！~,Radio Drama Chapter 7 Episode 3 ~Get it! The power of expression!~,라디오 드라마 7장 3화 ~손에 넣자! 표현력!~,虹ヶ咲学園スクールアイドル同好会,Nijigasaki High School Idol Club,니지가사키 학원 스쿨 아이돌 동호회,,,,,,,,,,2020-03-18,NA,Nijigasaki,"Drama Part, ラブライブ！虹ヶ咲学園 ～お昼休み放送室～",
ドラマCD 日常コンチェルト [Disc 2],4,ラジオドラマ 7章4話 ~あまーい優しさ、召し上がれ？~,"Radio Drama Chapter 7 Episode 4 ~Sweet Kindness, Eat Up!~","라디오 드라마 7장 4화 ~달콤한 친절, 맛있게 드세요?~",虹ヶ咲学園スクールアイドル同好会,Nijigasaki High School Idol Club,니지가사키 학원 스쿨 아이돌 동호회,,,,,,,,,,2020-03-18,NA,Nijigasaki,"Drama Part, ラブライブ！虹ヶ咲学園 ～お昼休み放送室～",
ドラマCD 日常コンチェルト [Disc 2],5,ラジオドラマ 7章5話 ~レッツ・せっつーストレッチ！~,Radio Drama Chapter 7 Episode 5 ~Let's Setsu-stretch!~,라디오 드라마 7장 5화 ~렛츠 셋츠-스트레치!~,虹ヶ咲学園スクールアイドル同好会,Nijigasaki High School Idol Club,니지가사키 학원 스쿨 아이돌 동호회,,,,,,,,,,2020-03-18,NA,Nijigasaki,"Drama Part, ラブライブ！虹ヶ咲学園 ～お昼休み放送室～",
ドラマCD 日常コンチェルト [Disc 2],6,ラジオドラマ 7章6話 ~レボリューション・かすみん！~,Radio Drama Chapter 7 Episode 6 ~Revolution Kasumin!~,라디오 드라마 7장 6화 ~레볼루션 카스밍!~,虹ヶ咲学園スクールアイドル同好会,Nijigasaki High School Idol Club,니지가사키 학원 스쿨 아이돌 동호회,,,,,,,,,,2020-03-18,NA,Nijigasaki,"Drama Part, ラブライブ！虹ヶ咲学園 ～お昼休み放送室～",
ドラマCD 日常コンチェルト [Disc 2],7,ラジオドラマ 7章7話 ~みんなのために、あなたのために~,"Radio Drama Chapter 7 Episode 7 ~For Everyone, For You~","라디오 드라마 7장 7화 ~모두를 위해, 당신을 위해~",虹ヶ咲学園スクールアイドル同好会,Nijigasaki High School Idol Club,니지가사키 학원 스쿨 아이돌 동호회,,,,,,,,,,2020-03-18,NA,Nijigasaki,"Drama Part, ラブライブ！虹ヶ咲学園 ～お昼休み放送室～",
ドラマCD 日常コンチェルト [Disc 2],8,ラジオドラマ 7章8話 ~9人の想い！~,Radio Drama Chapter 7 Episode 8 ~Heart of Nine!~,라디오 드라마 7장 8화 ~9명의 마음!~,虹ヶ咲学園スクールアイドル同好会,Nijigasaki High School Idol Club,니지가사키 학원 스쿨 아이돌 동호회,,,,,,,,,,2020-03-18,NA,Nijigasaki,"Drama Part, ラブライブ！虹ヶ咲学園 ～お昼休み放送室～",
ドラマCD 日常コンチェルト [Disc 2],9,エマと愛のお花見パーティープロデュース！,Emma and Ai's Flower-viewing Party Produce!,엠마와 아이의 꽃구경 파티 프로듀스!,虹ヶ咲学園スクールアイドル同好会,Nijigasaki High School Idol Club,니지가사키 학원 스쿨 아이돌 동호회,,,,,,,,,,2020-03-18,NA,Nijigasaki,"Drama Part, ラブライブ！虹ヶ咲学園 ～お昼休み放送室～",
無敵級*ビリーバー,1,無敵級*ビリーバー,Muteki-kyuu*Believer,무적급*빌리버,中須かすみ,Kasumi Nakasu,나카스 카스미,Ayaka Miyake,Ayaka Miyake,Ayaka Miyake,DECO*27,DECO*27,DECO*27,Rockwell,Rockwell,Rockwell,2020-07-29,https://youtu.be/-Li6HT1mv0U,Nijigasaki,,むてききゅうビリーバー
無敵級*ビリーバー,2,未来ハーモニー,Mirai Harmony,미래 하모니,虹ヶ咲学園スクールアイドル同好会,Nijigasaki High School Idol Club,니지가사키 학원 스쿨 아이돌 동호회,Kanata Okajima,Kanata Okajima,Kanata Okajima,Akira Sunset;ulala,Akira Sunset;ulala,Akira Sunset;ulala,Akira Sunset;ulala,Akira Sunset;ulala,Akira Sunset;ulala,2020-07-29,https://youtu.be/H2VuAyjWDyU,Nijigasaki,,みらいハーモニー
無敵級*ビリーバー,3,かすみのトキメキ祝祭！,Kasumi's Excitement Carnival!,카스미의 두근두근 축제!,,,,,,,,,,,,,2020-07-29,NA,Nijigasaki,Drama Part,かすみのトキメキしゅくさい!
Just Believe!!!,1,Say Good-Bye 涙,Say Good-Bye Namida,Say Good-Bye 눈물,上原歩夢,Ayumu Uehara,우에하라 아유무,Akira Sunset,Akira Sunset,Akira Sunset,Akira Sunset,Akira Sunset,Akira Sunset,遠藤ナオキ,Naoki Endo,엔도 나오키,2020-09-02,https://youtu.be/vkQ3UdLk3hw,Nijigasaki,,セイ グッバイ なみだ
Just Believe!!!,2,Margaret,Margaret,Margaret,中須かすみ,Kasumi Nakasu,나카스 카스미,鈴木エレカ,Ereca Suzuki,스즈키 에레카,Carlos K.,Carlos K.,Carlos K.,Carlos K.,Carlos K.,Carlos K.,2020-09-02,https://youtu.be/wejUZYmLkqc,Nijigasaki,,マーガレット
Just Believe!!!,3,やがてひとつの物語,Yagate Hitotsu no Monogatari,이윽고 하나의 이야기,桜坂しずく,Shizuku Osaka,오사카 시즈쿠,月見草,Tsukimisou,츠키미소오,月見草,Tsukimisou,츠키미소오,菊地博人,Hiroto Kikuchi,키쿠치 히로토,2020-09-02,https://youtu.be/JvURKZQdCDs,Nijigasaki,,やがてひとつのものがたり
Just Believe!!!,4,Fire Bird,Fire Bird,Fire Bird,朝香果林,Karin Asaka,아사카 카린,BEATNINE,BEATNINE,BEATNINE,Carlos K.,Carlos K.,Carlos K.,Carlos K.,Carlos K.,Carlos K.,2020-09-02,https://youtu.be/8bjQg-RUiRc,Nijigasaki,,ファイアバード
Just Believe!!!,5,楽しいの天才,Tanoshii no Tensai,즐거움의 천재,宮下 愛,Ai Miyashita,미야시타 아이,Akira Sunset,Akira Sunset,Akira Sunset,Akira Sunset;Carlos K.,Akira Sunset;Carlos K.,Akira Sunset;Carlos K.,Carlos K.,Carlos K.,Carlos K.,2020-09-02,https://youtu.be/ZnyCUODvfKQ,Nijigasaki,,たのしいのてんさい
Just Believe!!!,6,Märchen Star,Märchen Star,메르헨 스타,近江彼方,Kanata Konoe,코노에 카나타,Ryota Saito,Ryota Saito,Ryota Saito,Ryota Saito;Diz,Ryota Saito;Diz,Ryota Saito;Diz,Ryota Saito;Diz,Ryota Saito;Diz,Ryota Saito;Diz,2020-09-02,https://youtu.be/4PhvNBMo9iY,Nijigasaki,,メルヘンスター
Just Believe!!!,7,LIKE IT! LOVE IT!,LIKE IT! LOVE IT!,LIKE IT! LOVE IT!,優木せつ菜,Setsuna Yuki,유키 세츠나,鈴木エレカ,Ereca Suzuki,스즈키 에레카,鈴木まなか;Hiroki Sagawa;要田健,Manaka Suzuki;Hiroki Sagawa;Takeru Yoda,스즈키 마나카;Hiroki Sagawa;요다 타케루,要田健,Takeru Yoda,요다 타케루,2020-09-02,https://youtu.be/RINkOGcXJKQ,Nijigasaki,,ライク イット！ ラブ イット！
Just Believe!!!,8,哀温ノ詩,Aion no Uta,애온의 시,エマ・ヴェルデ,Emma Verde,엠마 베르데,Ryota Saito,Ryota Saito,Ryota Saito,浦島健太;山本 匠,Kenta Urashima;Takumi Yamamoto,우라시마 켄타;야마모토 타쿠미,浦島健太;山本 匠,Kenta Urashima;Takumi Yamamoto,우라시마 켄타;야마모토 타쿠미,2020-09-02,https://youtu.be/cbmJLrkdv3c,Nijigasaki,,あいおんのうた
Just Believe!!!,9,アナログハート,Analog Heart,아날로그 하트,天王寺璃奈,Rina Tennoji,텐노지 리나,NOVECHIKA,NOVECHIKA,NOVECHIKA,藤原彩豊;米澤森人,Ayato Fujiwara;Morito Yonezawa,후지와라 아야토;요네자와 모리토,JOE;藤原彩豊,JOE;Ayato Fujiwara,JOE;후지와라 아야토,2020-09-02,https://youtu.be/5LSOw13RGKs,Nijigasaki,,アナログハート
Just Believe!!!,10,決意の光,Ketsui no Hikari,결의의 빛,三船栞子,Shioriko Mifune,미후네 시오리코,中村 歩;菊池博人,Ayumu Nakamura;Hiroto Kikuchi,나카무라 아유무;키쿠치 히로토,中村 歩;菊池博人,Ayumu Nakamura;Hiroto Kikuchi,나카무라 아유무;키쿠치 히로토,中村 歩;菊池博人,Ayumu Nakamura;Hiroto Kikuchi,나카무라 아유무;키쿠치 히로토,2020-09-02,https://youtu.be/I8JYMvUpTI4,Nijigasaki,,けついのひかり
Just Believe!!!,11,TOKIMEKI Runners (スクスタストーリー17章揷入歌Ver.),TOKIMEKI Runners (SIFAS Chapter 17 Ver.),TOKIMEKI Runners (스쿠스타 스토리 챕터 17 Ver.),虹ヶ咲学園スクールアイドル同好会,Nijigasaki High School Idol Club,니지가사키 학원 스쿨 아이돌 동호회,畑 亜貴,Aki Hata,하타 아키,矢鴇つかさ(Arte Refract),Tsukasa Yatoki(Arte Refract),야토키 츠카사(Arte Refract),矢鴇つかさ(Arte Refract),Tsukasa Yatoki(Arte Refract),야토키 츠카사(Arte Refract),2020-09-02,https://youtu.be/RMJ1TT5Gh1g,Nijigasaki,10 Members Ver.,ときめきランナーズ (スクスタストーリー17しょう そうにゅうかヴァージョン)
Just Believe!!!,12,Just Believe!!!,Just Believe!!!,Just Believe!!!,虹ヶ咲学園スクールアイドル同好会,Nijigasaki High School Idol Club,니지가사키 학원 스쿨 아이돌 동호회,Ayaka Miyake,Ayaka Miyake,Ayaka Miyake,ygarshy;PASSiON KiNG,ygarshy;PASSiON KiNG,ygarshy;PASSiON KiNG,ygarshy;PASSiON KiNG,ygarshy;PASSiON KiNG,ygarshy;PASSiON KiNG,2020-09-02,https://youtu.be/eXdOdtfAv6M,Nijigasaki,,ジャストビリーブ!!
虹色Passions!,1,虹色Passions!,Nijiiro Passions!,무지개색 Passions!,虹ヶ咲学園スクールアイドル同好会,Nijigasaki High School Idol Club,니지가사키 학원 스쿨 아이돌 동호회,Ayaka Miyake,Ayaka Miyake,Ayaka Miyake,Keisuke Koyama,Keisuke Koyama,Keisuke Koyama,Keisuke Koyama,Keisuke Koyama,Keisuke Koyama,2020-10-21,https://youtu.be/KAEEhyfWtrw,Nijigasaki,,にじいろパッションズ!!
虹色Passions!,2,Sweet Eyes,Sweet Eyes,Sweet Eyes,虹ヶ咲学園スクールアイドル同好会,Nijigasaki High School Idol Club,니지가사키 학원 스쿨 아이돌 동호회,Ayaka Miyake,Ayaka Miyake,Ayaka Miyake,Carlos K.;田中マッシュ,Carlos K.;Tanaka Mush,Carlos K.;타나카 맛슈,Carlos K.;田中マッシュ,Carlos K.;Tanaka Mush,Carlos K.;타나카 맛슈,2020-10-21,https://youtu.be/MpAUJ36fq3g,Nijigasaki,,スウィートアイズ
虹色Passions!,3,虹色Passions! (Off Vocal),Nijiiro Passions! (Off Vocal),무지개색 Passions! (Off Vocal),虹ヶ咲学園スクールアイドル同好会,Nijigasaki High School Idol Club,니지가사키 학원 스쿨 아이돌 동호회,Ayaka Miyake,Ayaka Miyake,Ayaka Miyake,Keisuke Koyama,Keisuke Koyama,Keisuke Koyama,Keisuke Koyama,Keisuke Koyama,Keisuke Koyama,2020-10-21,NA,Nijigasaki,,にじいろパッションズ!! (オフボーカル)
虹色Passions!,4,Sweet Eyes (Off Vocal),Sweet Eyes (Off Vocal),Sweet Eyes (Off Vocal),虹ヶ咲学園スクールアイドル同好会,Nijigasaki High School Idol Club,니지가사키 학원 스쿨 아이돌 동호회,Ayaka Miyake,Ayaka Miyake,Ayaka Miyake,Carlos K.;田中マッシュ,Carlos K.;Tanaka Mush,Carlos K.;타나카 맛슈,Carlos K.;田中マッシュ,Carlos K.;Tanaka Mush,Carlos K.;타나카 맛슈,2020-10-21,NA,Nijigasaki,,スウィートアイズ (オフボーカル)
"NEO SKY, NEO MAP!",1,"NEO SKY, NEO MAP!","NEO SKY, NEO MAP!","NEO SKY, NEO MAP!",虹ヶ咲学園スクールアイドル同好会,Nijigasaki High School Idol Club,니지가사키 학원 스쿨 아이돌 동호회,畑 亜貴,Aki Hata,하타 아키,小高光太郎;UiNA,Kotaro Odaka;UiNA,오다카 코타로;UiNA,小高光太郎;谷 ナオキ,Kotaro Odaka;Naoki Tani,오다카 코타로;타니 나오키,2020-11-04,https://youtu.be/m1ilXQbtizc,Nijigasaki,,ネオスカイ ネオマップ!
"NEO SKY, NEO MAP!",2,全速ドリーマー,Zensoku Dreamer,전속 드리머,虹ヶ咲学園スクールアイドル同好会,Nijigasaki High School Idol Club,니지가사키 학원 스쿨 아이돌 동호회,Ayaka Miyake,Ayaka Miyake,Ayaka Miyake,DAICHI;Shunsuke Harada,DAICHI;Shunsuke Harada,DAICHI;Shunsuke Harada,Shunsuke Harada,Shunsuke Harada,Shunsuke Harada,2020-11-04,https://youtu.be/lGnNjhTRQVw,Nijigasaki,,ぜんそくドリーマー
"NEO SKY, NEO MAP!",3,"NEO SKY, NEO MAP! (Off Vocal)","NEO SKY, NEO MAP! (Off Vocal)","NEO SKY, NEO MAP! (Off Vocal)",虹ヶ咲学園スクールアイドル同好会,Nijigasaki High School Idol Club,니지가사키 학원 스쿨 아이돌 동호회,畑 亜貴,Aki Hata,하타 아키,小高光太郎;UiNA,Kotaro Odaka;UiNA,오다카 코타로;UiNA,小高光太郎;谷 ナオキ,Kotaro Odaka;Naoki Tani,오다카 코타로;타니 나오키,2020-11-04,NA,Nijigasaki,,ネオスカイ ネオマップ! (オフボーカル)
"NEO SKY, NEO MAP!",4,全速ドリーマー (Off Vocal),Zensoku Dreamer (Off Vocal),전속 드리머 (Off Vocal),虹ヶ咲学園スクールアイドル同好会,Nijigasaki High School Idol Club,니지가사키 학원 스쿨 아이돌 동호회,Ayaka Miyake,Ayaka Miyake,Ayaka Miyake,DAICHI;Shunsuke Harada,DAICHI;Shunsuke Harada,DAICHI;Shunsuke Harada,Shunsuke Harada,Shunsuke Harada,Shunsuke Harada,2020-11-04,NA,Nijigasaki,,ぜんそくドリーマー (オフボーカル)
Dream with You / Poppin' Up! / DIVE!【上原歩夢盤】,1,Dream with You,Dream with You,Dream with You,上原歩夢,Ayumu Uehara,우에하라 아유무,Ayaka Miyake,Ayaka Miyake,Ayaka Miyake,mitsuyuki miyake;Carlos K.,mitsuyuki miyake;Carlos K.,mitsuyuki miyake;Carlos K.,mitsuyuki miyake;Carlos K.,mitsuyuki miyake;Carlos K.,mitsuyuki miyake;Carlos K.,2020-11-18,https://youtu.be/0cGBTbjvwuo,Nijigasaki,,ドリーム ウィズ ユー
Dream with You / Poppin' Up! / DIVE!【上原歩夢盤】,2,Poppin' Up!,Poppin' Up!,Poppin' Up!,中須かすみ,Kasumi Nakasu,나카스 카스미,Ayaka Miyake,Ayaka Miyake,Ayaka Miyake,クボナオキ,Naoki Kubo,쿠보 나오키,縄田寿志,Hisashi Nawata,나와타 히사시,2020-11-18,https://youtu.be/rO1SX_9buJ0,Nijigasaki,,ポッピンアップ！
Dream with You / Poppin' Up! / DIVE!【上原歩夢盤】,3,DIVE!,DIVE!,DIVE!,優木せつ菜,Setsuna Yuki,유키 세츠나,Ayaka Miyake,Ayaka Miyake,Ayaka Miyake,MOMIKEN,MOMIKEN,MOMIKEN,tasuku,tasuku,tasuku,2020-11-18,https://youtu.be/HXXxW8hEF3o,Nijigasaki,,ダイブ！
Dream with You / Poppin' Up! / DIVE!【上原歩夢盤】,4,Dream with You (Off Vocal),Dream with You (Off Vocal),Dream with You (Off Vocal),上原歩夢,Ayumu Uehara,우에하라 아유무,Ayaka Miyake,Ayaka Miyake,Ayaka Miyake,mitsuyuki miyake;Carlos K.,mitsuyuki miyake;Carlos K.,mitsuyuki miyake;Carlos K.,mitsuyuki miyake;Carlos K.,mitsuyuki miyake;Carlos K.,mitsuyuki miyake;Carlos K.,2020-11-18,NA,Nijigasaki,,ドリーム ウィズ ユー (オフボーカル)
Dream with You / Poppin' Up! / DIVE!【上原歩夢盤】,5,Poppin' Up! (Off Vocal),Poppin' Up! (Off Vocal),Poppin' Up! (Off Vocal),中須かすみ,Kasumi Nakasu,나카스 카스미,Ayaka Miyake,Ayaka Miyake,Ayaka Miyake,クボナオキ,Naoki Kubo,쿠보 나오키,縄田寿志,Hisashi Nawata,나와타 히사시,2020-11-18,NA,Nijigasaki,,ポッピンアップ！ (オフボーカル)
Dream with You / Poppin' Up! / DIVE!【上原歩夢盤】,6,DIVE! (Off Vocal),DIVE! (Off Vocal),DIVE! (Off Vocal),優木せつ菜,Setsuna Yuki,유키 세츠나,Ayaka Miyake,Ayaka Miyake,Ayaka Miyake,MOMIKEN,MOMIKEN,MOMIKEN,tasuku,tasuku,tasuku,2020-11-18,NA,Nijigasaki,,ダイブ！ (オフボーカル)
Dream with You / Poppin' Up! / DIVE!【中須かすみ盤】,1,Dream with You,Dream with You,Dream with You,上原歩夢,Ayumu Uehara,우에하라 아유무,Ayaka Miyake,Ayaka Miyake,Ayaka Miyake,mitsuyuki miyake;Carlos K.,mitsuyuki miyake;Carlos K.,mitsuyuki miyake;Carlos K.,mitsuyuki miyake;Carlos K.,mitsuyuki miyake;Carlos K.,mitsuyuki miyake;Carlos K.,2020-11-18,https://youtu.be/oIR7h-hp-p4,Nijigasaki,,ドリーム ウィズ ユー
Dream with You / Poppin' Up! / DIVE!【中須かすみ盤】,2,Poppin' Up!,Poppin' Up!,Poppin' Up!,中須かすみ,Kasumi Nakasu,나카스 카스미,Ayaka Miyake,Ayaka Miyake,Ayaka Miyake,クボナオキ,Naoki Kubo,쿠보 나오키,縄田寿志,Hisashi Nawata,나와타 히사시,2020-11-18,https://youtu.be/vGtXstAHlXU,Nijigasaki,,ポッピンアップ！
Dream with You / Poppin' Up! / DIVE!【中須かすみ盤】,3,DIVE!,DIVE!,DIVE!,優木せつ菜,Setsuna Yuki,유키 세츠나,Ayaka Miyake,Ayaka Miyake,Ayaka Miyake,MOMIKEN,MOMIKEN,MOMIKEN,tasuku,tasuku,tasuku,2020-11-18,https://youtu.be/toYaxJMIh30,Nijigasaki,,ダイブ！
Dream with You / Poppin' Up! / DIVE!【中須かすみ盤】,4,Dream with You (Off Vocal),Dream with You (Off Vocal),Dream with You (Off Vocal),上原歩夢,Ayumu Uehara,우에하라 아유무,Ayaka Miyake,Ayaka Miyake,Ayaka Miyake,mitsuyuki miyake;Carlos K.,mitsuyuki miyake;Carlos K.,mitsuyuki miyake;Carlos K.,mitsuyuki miyake;Carlos K.,mitsuyuki miyake;Carlos K.,mitsuyuki miyake;Carlos K.,2020-11-18,NA,Nijigasaki,,ドリーム ウィズ ユー (オフボーカル)
Dream with You / Poppin' Up! / DIVE!【中須かすみ盤】,5,Poppin' Up! (Off Vocal),Poppin' Up! (Off Vocal),Poppin' Up! (Off Vocal),中須かすみ,Kasumi Nakasu,나카스 카스미,Ayaka Miyake,Ayaka Miyake,Ayaka Miyake,クボナオキ,Naoki Kubo,쿠보 나오키,縄田寿志,Hisashi Nawata,나와타 히사시,2020-11-18,NA,Nijigasaki,,ポッピンアップ！ (オフボーカル)
Dream with You / Poppin' Up! / DIVE!【中須かすみ盤】,6,DIVE! (Off Vocal),DIVE! (Off Vocal),DIVE! (Off Vocal),優木せつ菜,Setsuna Yuki,유키 세츠나,Ayaka Miyake,Ayaka Miyake,Ayaka Miyake,MOMIKEN,MOMIKEN,MOMIKEN,tasuku,tasuku,tasuku,2020-11-18,NA,Nijigasaki,,ダイブ！ (オフボーカル)
Dream with You / Poppin' Up! / DIVE!【優木せつ菜盤】,1,Dream with You,Dream with You,Dream with You,上原歩夢,Ayumu Uehara,우에하라 아유무,Ayaka Miyake,Ayaka Miyake,Ayaka Miyake,mitsuyuki miyake;Carlos K.,mitsuyuki miyake;Carlos K.,mitsuyuki miyake;Carlos K.,mitsuyuki miyake;Carlos K.,mitsuyuki miyake;Carlos K.,mitsuyuki miyake;Carlos K.,2020-11-18,https://youtu.be/Byrl94vX25U,Nijigasaki,,ドリーム ウィズ ユー
Dream with You / Poppin' Up! / DIVE!【優木せつ菜盤】,2,Poppin' Up!,Poppin' Up!,Poppin' Up!,中須かすみ,Kasumi Nakasu,나카스 카스미,Ayaka Miyake,Ayaka Miyake,Ayaka Miyake,クボナオキ,Naoki Kubo,쿠보 나오키,縄田寿志,Hisashi Nawata,나와타 히사시,2020-11-18,https://youtu.be/JSqVqFyP1To,Nijigasaki,,ポッピンアップ！
